ProteinID	Gene
TRFR+AF8-HUMAN	TRHR
TRGC2+AF8-HUMAN	TRGC2
TRHDE+AF8-HUMAN	TRHDE
TRIL+AF8-HUMAN	TRIL
TRML2+AF8-HUMAN	TREML2
TRPV2+AF8-HUMAN	TRPV2
TRPV4+AF8-HUMAN	TRPV4
TRPV5+AF8-HUMAN	TRPV5
TRPV6+AF8-HUMAN	TRPV6
TRYG1+AF8-HUMAN	TPSG1
TS1R1+AF8-HUMAN	TAS1R1
TS1R2+AF8-HUMAN	TAS1R2
TS1R3+AF8-HUMAN	TAS1R3
TSCOT+AF8-HUMAN	SLC46A2
TSHR+AF8-HUMAN	TSHR
TSN11+AF8-HUMAN	TSPAN11
TSN13+AF8-HUMAN	TSPAN13
TSN14+AF8-HUMAN	TSPAN14
TSN15+AF8-HUMAN	TSPAN15
TSN17+AF8-HUMAN	TSPAN17
TSN18+AF8-HUMAN	TSPAN18
TSN1+AF8-HUMAN	TSPAN1
TSN2+AF8-HUMAN	TSPAN2
TSN31+AF8-HUMAN	TSPAN31
TSN33+AF8-HUMAN	TSPAN33
TSN3+AF8-HUMAN	TSPAN3
TSN4+AF8-HUMAN	TSPAN4
TSN5+AF8-HUMAN	TSPAN5
TSN6+AF8-HUMAN	TSPAN6
TSN7+AF8-HUMAN	TSPAN7
TSN8+AF8-HUMAN	TSPAN8
TSN9+AF8-HUMAN	TSPAN9
TTYH1+AF8-HUMAN	TTYH1
TTYH2+AF8-HUMAN	TTYH2
TTYH3+AF8-HUMAN	TTYH3
TUTLA+AF8-HUMAN	IGSF9
TUTLB+AF8-HUMAN	IGSF9B
TX101+AF8-HUMAN	TEX101
TXD15+AF8-HUMAN	TXNDC15
TYRO3+AF8-HUMAN	TYRO3
TYRO+AF8-HUMAN	TYR
TYRP1+AF8-HUMAN	TYRP1
TYRP2+AF8-HUMAN	DCT
UBAC2+AF8-HUMAN	UBAC2
UFO+AF8-HUMAN	AXL
UN93A+AF8-HUMAN	UNC93A
UN93B+AF8-HUMAN	UNC93B1
UNC5A+AF8-HUMAN	UNC5A
UNC5B+AF8-HUMAN	UNC5B
UNC5C+AF8-HUMAN	UNC5C
UNC5D+AF8-HUMAN	UNC5D
UPAR+AF8-HUMAN	PLAUR
UPK1A+AF8-HUMAN	UPK1A
UPK1B+AF8-HUMAN	UPK1B
UPK2+AF8-HUMAN	UPK2
UPK3A+AF8-HUMAN	UPK3A
UPK3B+AF8-HUMAN	UPK3B
UPK3L+AF8-HUMAN	UPK3BL1
UR2R+AF8-HUMAN	UTS2R
UROL1+AF8-HUMAN	UMODL1
UROM+AF8-HUMAN	UMOD
USH2A+AF8-HUMAN	USH2A
UT1+AF8-HUMAN	SLC14A1
UT2+AF8-HUMAN	SLC14A2
V1AR+AF8-HUMAN	AVPR1A
V1BR+AF8-HUMAN	AVPR1B
V2R+AF8-HUMAN	AVPR2
VACHT+AF8-HUMAN	SLC18A3
VASN+AF8-HUMAN	VASN
VCAM1+AF8-HUMAN	VCAM1
VGFR1+AF8-HUMAN	FLT1
VGFR2+AF8-HUMAN	KDR
VGFR3+AF8-HUMAN	FLT4
VGLU1+AF8-HUMAN	SLC17A7
VGLU2+AF8-HUMAN	SLC17A6
VGLU3+AF8-HUMAN	SLC17A8
VIAAT+AF8-HUMAN	SLC32A1
VIPR1+AF8-HUMAN	VIPR1
VIPR2+AF8-HUMAN	VIPR2
VLDLR+AF8-HUMAN	VLDLR
VMAT1+AF8-HUMAN	SLC18A1
VMAT2+AF8-HUMAN	SLC18A2
VN1R1+AF8-HUMAN	VN1R1
VN1R2+AF8-HUMAN	VN1R2
VN1R3+AF8-HUMAN	VN1R3
VN1R4+AF8-HUMAN	VN1R4
VNN1+AF8-HUMAN	VNN1
VNN2+AF8-HUMAN	VNN2
VPP2+AF8-HUMAN	ATP6V0A2
VPP3+AF8-HUMAN	TCIRG1
VS10L+AF8-HUMAN	VSIG10L
VSI10+AF8-HUMAN	VSIG10
VSIG1+AF8-HUMAN	VSIG1
VSIG2+AF8-HUMAN	VSIG2
VSIG8+AF8-HUMAN	VSIG8
VSTM1+AF8-HUMAN	VSTM1
VSTM4+AF8-HUMAN	VSTM4
VSTM5+AF8-HUMAN	VSTM5
VTCN1+AF8-HUMAN	VTCN1
X3CL1+AF8-HUMAN	CX3CL1
XCR1+AF8-HUMAN	XCR1
XKR3+AF8-HUMAN	XKR3
XPP2+AF8-HUMAN	XPNPEP2
YLAT2+AF8-HUMAN	SLC7A6
ZACN+AF8-HUMAN	ZACN
ZAN+AF8-HUMAN	ZAN
ZDH11+AF8-HUMAN	ZDHHC11
ZDHC5+AF8-HUMAN	ZDHHC5
ZFY27+AF8-HUMAN	ZFYVE27
ZH11B+AF8-HUMAN	ZDHHC11B
ZNRF4+AF8-HUMAN	ZNRF4
ZNT1+AF8-HUMAN	SLC30A1
ZP1+AF8-HUMAN	ZP1
ZP2+AF8-HUMAN	ZP2
ZP3+AF8-HUMAN	ZP3
ZP4+AF8-HUMAN	ZP4
ZPLD1+AF8-HUMAN	ZPLD1
